Name,Address,Phone,Speciality,Price_rate,Website,Total_Reviews,Reviews
Dong Bo Chinese Food Takeaway,30 Station Road Belvedere DA17 6JJ,020 8311 4030,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Onamika Take Away Food Shops,294 Erith Road Bexleyheath DA7 6HJ,01322 341528,Takeaway & Fast Food Indian,££,onamika-bexleyheath.co.uk,2 reviews,"Onamika is one of my first choices in the Bexley area for takeaway Indian curries. The service is always warm and welcoming and the food is always tasty and filling. I usually opt for the Tikka Masala which is rich and has plenty of meat in it. The portions are generous and the naan breads are some of the biggest I've seen in the area which is great as I love naan bread, often preferring it to rice. Finishing a meal can be a bit of a struggle and you have some to put in the fridge for later. ||| Price wise it is value for money and what's better is that they do home delivery so if I'm feeling lazy (which is often) I don't even have to leave the house. If you do opt to pick the food up then you can park around the corner. ||| I have ordered once, I found the food expensive for what it was, the food was also delivered luke warm!, the madras was not any madras i have tasted before, the other members of the family did not enjoy their food either, a pity as it was recommended as being one of the better Indian Takeaways!"
The Village Sandwich Bar,59 Nuxley Road Belvedere DA17 5JN,01322 440066,Sandwiches,£,no_website,1 review,The Village Sandwich Bar is well worth checking out if you find yourself in the Belvedere area. I am not keen on pre-made sandwiches in shops as you never know what goes in them. With The Village Sandwich Bar you get to dictate what goes in the sandwich.  ||| There are plenty of main fillings on offer from basic ham/chicken to chicken tikka and aromatic duck. Salad and sauces are also on offer and you can have the sandwich just the way you like it. There is a bakery element to this shop too with a selection of freshly baked cakes and doughnuts to go with your lunch. The usual crisps and cold drinks are on sale too.  ||| Prices at The Village Sandwich Bar are also reasonable with the average filled bap/baguette costing around the £2.50 mark however this is value for money as my tikka roll was generously filled and was the perfect cure for my hunger. Various meal deals involving snacks and drinks are also available. The gentleman who served me was very polite and friendly and obviously valued my custom. I shall definitely be returning there soon.
Frying Pan,104 Parsonage Manorway Belvedere DA17 6LY,01322 435463,Fish & Chips,£,no_website,1 review,I enjoy The Frying Pan for its convenience and the taste. They're good fish and chips and the portions are big enough that I rarely finish the meal. One thing which makes this chip shop stand out from others are the potato wedges which are top notch and make a nice alternative to chips if you don't fancy them.  ||| Much of the food is already cooked and ready so service is quick. The prices are good too and with the large portions you definitely get value for money here. There is parking available on the street outside the shop.
Jade House,12 The Pantiles Bexleyheath DA7 5HD,01322 432429,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
The Bank Restaurant & Bar,269 Broadway Bexley DA6 8DB,020 8303 9918,British,£££,thebankrestaurantandbar.co.uk,3 reviews,"Situated in an old Bank, hence the original title, from the outside it looks very nice. It's all been kitted out with lovely tables and chairs and the menu looks great. Hurray we thought, another upmarket eatery for dear old Bexleyheath. ||| The first clue that not all was ideal is their menu. £20 a head??!! Now that's not exactly OTT but for Bexleyheath you'd be looking for something a little lower, especially before you start adding drinks and extra's. The second clue was in the level of service. ||| It was clear fairly early on that although their prices said upmarket, the only thing 'market' about it was where the owners usually did their trading. Service was generally pretty poor and the quality of the food did not meet what you'd expect from the price. ||| Having dug into things a little more after wards and asked around a few contacts we have, the impression I get is that the owners are more into this for the quick buck than for a love of fine dining. ||| Not somewhere I would recommend. That said, if they can invest in the basics a little more it could be a lovely place to go. ""Could try harder"" as they used to tell you at school. ||| Went to the Bank for a Christmas Works Do.  The starter and soup were okay.  The meal of turkey and gammon was appalling, the meat was so overcooked you couldn't even cut it, the food was stone cold and the veg was raw.   ||| The owners had cut the mini Xmas puds in half so you got an inch thick slice which they microwaved along with the chocolate brownie, but when you overheat this type of dessert as it cools it goes rock hard - by the third or fourth spoonful the cooling process was complete and you couldn't cut it with a spoon.   ||| And at £25.00 a Head including the 10% service charge it wasn't a cheap meal.  The still expected a tip, but the service wasn'r great either, sat down at 8.30 but didn't get our first course until 9.15.  The Toby Carvery up the road is 50 times better for half the price. ||| I wasn't impressed with this place at all. We went here for a works meal, 10 of us. Table booked for 9pm, It was gone 10pm when we were told one of the starters was unavailable. 10.30 before we even began to eat. Only one person said he enjoyed his meal and that was the steak. We paid £10 deposit for each person and when we got our bill it wasn't deducted. I will not be going here again."
Pizza Kebab Chicken Express,178 W Street Erith DA8 1AN,no_phone,Turkish,no_pricerate,no_website,no_reviews,No Reviews
Lunchbox Sandwich Bar,174 West Street Erith DA8 1AN,01322 431177,Sandwiches,no_pricerate,no_website,no_reviews,No Reviews
Wimpy Restaurants Group,213 Broadway Bexleyheath DA6 7ER,020 8303 5964,British,no_pricerate,wimpyburgers.co.uk,1 review,"This is a horrible restaurant that has a horrible interior that has never been changed. The food is unbelievably bad. The burger...imagine your closed fist but as a burger. They are ridiculously overpriced for what it is. The only good thing going for it is their chocolate milkshake which is amazing. The service is quick enough and the staff are nice enough to have a sufficient meal to barely fill you up. Apart from the milkshake, this is a pretty dull restaurant"
Gandi Spice,108 London Road Crayford Dartford DA1 4BT,01322 559191,Indian Pakistani,no_pricerate,no_website,no_reviews,No Reviews
The Bakery,7 Pickford Lane Bexleyheath DA7 4RD 1 free Tea or Americano Coffee,020 8301 2775,Bakeries Delis Sandwiches,££,no_website,4 reviews,"The Bakery on Pickford Lane is a great place for any baked goods you can imagine. ||| The Staff are very friendly and experienced and will get you served as quick as they can. ||| I would go to the Bakery any day of the week over all the high street chain ""fake"" bakeries that lay around town. ||| Their bread is so fresh and tasty, and i am a sucker for their farmhouse loaf. Their fresh cream cakes are to die for, as well as the remaining of the cakes they have to offer. ||| Also, warm cups of tea and coffee can be found here. ||| The Bakery is a prime example of why traditional family bakeries are better than chain bakeries and a reason you should continue getting your fresh bread from here. ||| Best bakery around by far and u can see how popular they are by the ques from outside thats why i started going here we had susage rolls pastys and cakes and also bought some bread all tasted amazeing and the prices were very reasonable try this place im sure u will love it ||| Wow... Well... What can I say... I've been here loads of time for cakes, biscuits and pastries, but that was always straight off of the shelf. For my girlfriend's birthday I decided I'd get her not one but two custom made cakes. ||| Pam really likes Fresh Cream Gateaus so, I asked them to make her a small one along with a custom shaped flower cake (she loves their flower cookies so it's basically a massive cake version). ||| She's allergic to nuts and had given up chocolate for lent (I told them both of these things) and was assured that neither of these two ingredients would be anywhere near the two cakes. ||| Two weeks go by and I go back to pick up my cakes. First of all I'm shown an amazing fondant covered flower cake with bees and accents and loads of amazing detail - they hit the nail on the head. ||| Next I'm shown the fruit covered fresh cream gateau... It looks beautiful... BUT, it's covered in nuts. It's the day before her birthday and I now have a cake I've paid for and can't use. After some discussion with the staff in the store (there were no gateau makers in) I took it away with me, I planned on showing it to her mum and seeing what she said. ||| I managed to get both the cakes home and was promptly told by my mother-in-law that it wasn't allowed in the house, so on the phone I go. After a brief chat I was told I could take it back for a full refund - not great but better than nothing. ||| I made the journey back to the bakery and spoke to who I can only assume to be the manager who made a comment along the lines of ""well, there's nothing in the book to say no chocolate or nuts so you shouldn't have ordered it."" If I was told any of that at the point of ordering then I obviously wouldn't have placed an order for something that HAD to have nuts or chocolate for my girlfriend that is allergic to nuts and had given up chocolate. ||| Either way I managed to get a refund for the gateau but for the return service and attitude of the manager alone I can't in any good faith give them more than one star. I'll probably still buy from them but it will only ever be from the cabinet. ||| Despite the fact that they made a really good custom fondant cake, they managed to HUGELY mess up 50% of my order. I don't have any faith in their ability to take an order and follow it through to completion. As we cut into the fondant cake there was a genuine concern that they'd made it chocolate. It's not a nice feeling to cut into a cake and feel tense. I would never want anyone to be in that situation again. I'm lucky I didn't just order the gateau as I would have really been left in the lurch the day before her birthday. ||| I've shopped here loads of times and this whole experience is just really disappointing. I can't recommend them. ||| The Bakery in Pickford Lane is a great place to pick up a filling lunch at a reasonable price. The usual baked goods are available as well as filled baguettes with a range of fillings to choose from and hot and cold drinks all to take away. Unlike most bakeries there is an option to sit and eat in. It's quite a charming and intimate place to have lunch, ideal for conversation and a catch up.  ||| Their meal deal makes The Bakery affordable, around £4.20 for a baguette, cake and a hot drink which is tastier, cheaper and more filling than most other High Street delis. It's close to Bexleyheath station and so is great for grabbing food on the way to and from work. There is are a few parking spaces in the street next to the shop."
Jhas Tandoori,158d Mayplace Road East Barnehurst Bexleyheath DA7 6EJ,01322 555036,Indian Pakistani,no_pricerate,no_website,no_reviews,No Reviews
Taara Indian Cuisine,309a Broadway Bexleyeath London DA6 8DT,020 8304 8185,Indian,no_pricerate,taaracuisine.9f.com,no_reviews,No Reviews
Aligor,270 The Broadway Bexleyheath DA6 8BE Order Indian food online in Bexleyheath from Aligor Restaurant in just a few clicks. Visit our website and tap in the order online menu to find our food orderings. Pick and add in your cart and complete payment via cash or card. Enjoy Indian takeaway in Bexleyheath just from the comfort of your seat.,020 8304 2048,Indian Bangladeshi,no_pricerate,no_website,no_reviews,No Reviews
Spice of India,26 Pickford Lane London DA7 4QW,no_phone,Indian,££,no_website,no_reviews,No Reviews
Birling Fish Bar,133 Birling Road Erith DA8 3HY,01322 350030,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Jamuna Tandoori Take Away,12 Gilbert Road Belvedere DA17 5DA,020 8312 1933,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Jumbo Chinese Take Away,64 Avenue Road Bexleyheath DA7 4EG,020 8304 7249,Takeaway & Fast Food,££,no_website,1 review,Food is delicious if it all arrives... I ordered through just eat and messaged them to tell them I hadn't received all the order and they said they don't accept messages online and there was nothing they could do even though I paid for food that never arrived!  ||| Terrible customer service and in an area where there are plenty more to choose from it seems silly!
Hippo Pizza,24a Albert Road Belvedere DA17 5LJ,01322 445566,Pizza,no_pricerate,no_website,no_reviews,No Reviews
Copper Restaurant,1 Broadway Bexleyheath DA6 7JZ,020 8298 1000,British,no_pricerate,marriott.co.uk/hotel-restauran…,no_reviews,No Reviews
Belvedere Kebab,7 Gilbert Road Belvedere DA17 5DB,020 8311 3475,Restaurants,no_pricerate,no_website,no_reviews,No Reviews
Welcome,88 Lower Road Belvedere DA17 6DZ,01322 431425,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
New Phoenix,17 Princess Parade Kent DA1 4JD,01322 310832,Takeaway & Fast Food Chinese,£,no_website,2 reviews,"For my money this is the best Chinese in the area. The meals are always freshly prepared, taste delicious & they will happily adapt, change or even create anything to order. Great prices & they even deliver, but make sure you allow a good 40-60 mins on busy nights. ||| Just wanted to add that I have ordered food from here for delivery and its really great! It takes about 40 minutes to mine, its always hot and there's free prawn crackers which I love. Orders over £10 are delivered free. This really is my favourite take-away at the moment. Keep it up! ||| There are so many Chinese take outs near us, that we have decided to start trying them all! This was the second one on our quest, and was much better than last week. We had rice, duck, prawn toast and chilli salted chicken wings. The chicken wings were amazing, and were easily the best dish of all. However, everything else, although not amazing, was very good for take out Chinese. It was busy when we got there, but we only waited 20 minutes and food was still hot when we got it home. Also got free prawn crackers. To be honest, I'm tempted to just stuck to this Chinese and not try any more!"
Golden Fish Bar,2 Lion Road Bexleyheath DA6 8NR,020 8303 9559,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Sun Chop Suey Bar,257 Bexley Road Erith DA8 3EX,01322 330384,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
New Princess Garden,11-12 Princesses Parade Waterside Crayford Dartford DA1 4JD,01322 555338,Chinese,no_pricerate,no_website,no_reviews,No Reviews
Ho Wan,165 Long Lane Bexleyheath DA7 5AE,020 8303 5103,Takeaway & Fast Food,no_pricerate,no_website,1 review,"I recently had a meal from here and I can only say two words, never again. I had something with beef but it sure wasn't beef as it was more like the texture of oysters. After a couple of mouth fulls I through the rest away."
Munchies,228 Bexley Road Erith DA8 3HB,01322 349773,Sandwiches,no_pricerate,no_website,no_reviews,No Reviews
Thai Bexleyheath Restaurant,198-200 Broadway Bexleyheath DA6 7BD,020 8183 0246,Thai Seafood,no_pricerate,thaibexleyheath.co.uk,no_reviews,No Reviews
Soprano's Pizza,304 Erith Road Bexleyheath DA7 6HJ,01322 336683,Pizza Takeaway & Fast Food,£,no_website,3 reviews,"If you fancy Chicken & Ribs its first class, chicken is tasty the ribs are sticky & VERY nice. not so keen on the pizza though, its nice but no pizza express standard. They deliver. Recommended. ||| I don't like to give small businesses bad reviews, except where I feel it's truly deserved, and unfortunately the Sapranos kebab/chicken/pizza shop is one of those businesses you're best avoiding. ||| The shop displayed a hygiene rating of ""3"" in the window, although I found that hard to believe from the untidy shop and unusual smell. There were no other customers on the evening I went, but they seem to be receiving a lot of online orders, so I suspect most of their customers have never seen the place and they rely on delivery orders.  ||| The chicken shish kebab I had was terrible, make with the dregs of leftover, limp salad. I would have ordered some chips, but I noticed they had been sitting there for a while, and they only bothered to turn on the heat lamp immiedately prior to an order!  ||| If you're getting a delivery, try somewhere else and if you're coming to the shop, go to  Barnehurst Kebab next door instead. ||| i dont normally write reviews but for the safety of people do not order from this place, the kebab smelt of feet. yes feet, its been 30mins and i cant take the smell away, i am absolutely f********* shocked that these people think its ok to sell this. the chips were soggy. i hope a food inspector visits this place because these people are selling awful stuff. £30 i spent and put all of it in the bin, i would pay £100 to lose this smell of feet. just eat if you read this please remove these people from your website, i would consider paying you more than they are just to remove them as i dont wish for another human to have this smell. it smelt like year 9 p.e on a piece of donner lamb. also, on the justeat reviews there is about 100 5 star reviews from 'dime' who is probably the 'shef' who served me feet. seriously i feel sick from the smell and am horrified, please please if anyone with some sort of position reads this get someone to inspect this place!! they are selling rubbish"
Cast Iron Grill,1 Broadway Bexleyheath DA6 7JZ,020 8298 1000,Bars British,no_pricerate,marriott.com/hotels/hotel-info…,no_reviews,No Reviews
Crayford Tandoori,Waterside 4 Empire Buildings London DA1 4JJ,01322 529907,Indian Pakistani,no_pricerate,no_website,no_reviews,No Reviews
Kentish Fried Chicken,281 Bexley Road Erith DA8 3EX,01322 333204,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Fortune Star,132 Erith Road London DA7 6BU,01322 526787,Chinese,no_pricerate,fortunestar-bexleyheath.co.uk,no_reviews,No Reviews
Mangal Karagana,222 Broadway Bexleyheath DA6 7AU,020 8304 4700,Turkish,no_pricerate,karagana.com,no_reviews,No Reviews
Pizza Hut UK,279 Bexley Road Erith DA8 3EX,01322 351930,Pizza,no_pricerate,pizzahut.com,1 review,"I have ordered a pizza from this hut on 15th Dec 2018. The shop is open until 11:45pm and order was placed at 11:30 pm. They accepted the order. Order was delivered after 1 hour instead of 30 mins. The delivery boy did not follow the delivery instructions. Requested him to not knock the door as it's very late and everyone at home is sleeping, so instead on arriving ring on the phone. He didn't follow instructions and banged my door really bad at 12:30am. Got my pizza and while serving realises the pizza was under baked. The base was sloppy, veggies on top looked like they were just put on it and pizza was cold. Felt like the pizza wasn't even baked properly.  ||| Couldn't call back the hut as it was closed by the time. I had then thrown the pizza and didn't have it. ||| Decided to contact customer service on following day.. everything went well we agreed for a refund and the agent said it will reach me within 5 working days. ||| Checked bank account after 10 working days .. no refund nothing at all. Contacted them back .. lady on the phone said it takes 16 working days not 10. I said ok that's fine. ||| After 16 working days contacted again as no refund in account .. they said my bank details verification had failed so they need to confirm again.. did that everything was correctly provided at first time still they didn't know what went wrong. Again they said 16 working days from today you will get refund. ||| Called back last week as still had no refund.. the customer service agent hung up the call on me when he didn't have answers to give me. ||| Called back today and was told it will take 10 working days from today.  ||| I have almost given up the hope that I will ever receive this refund back. The pizza costed £22.40 and I must say I have spent more than £10 worth money in calling these guys over last 1 month now.  ||| I have never had this kind of customer service and such a ridic process of treating customers ever in my life. First of all the hut shouldn't accept orders at the time of closing if they think they cannot deliver the required standards of food.. but if they do accept than they should be able to provide the standards.. which wasn't the case here. This place does not even deserve 1 star but I have to do it to write this review."
China China,68 Gilbert Road Belvedere DA17 5DA,020 8311 4813,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
New Beijing City,1 Brook Street Erith DA8 1JJ,01322 359588,Chinese,no_pricerate,no_website,no_reviews,No Reviews
Picardy Caf,5 Picardy Street London DA17 5QQ,020 8311 3997,Cafes,no_pricerate,no_website,no_reviews,No Reviews
Rasoi,66 Avenue Road Bexleyheath DA7 4EG,020 8303 9999,Indian Thai,no_pricerate,no_website,no_reviews,No Reviews
Temple Fish Bar,39 Temple Hill Square Dartford DA1 5HY,01322 278954,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Double Dragon Take Away,5 Gilbert Road Belvedere DA17 5DB,020 8311 5121,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
New Wonkey,304 Erith Road Bexleyheath DA7 6HJ,01322 336683,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Erith Fish Bar,122 Erith Road Bexleyheath DA7 6BU,01322 525977,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Hazine,288-290 Broadway Bexleyheath DA6 8AJ,020 8617 1564,Turkish Bars Mediterranean,no_pricerate,hazine.co.uk,no_reviews,No Reviews
Wok Inn,90 Parsonage Manorway Belvedere DA17 6LY,01322 441882,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Kebab Centre,143 Long Lane Bexleyheath DA7 5AE,020 8304 2323,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Golden Food,71b Crayford Road Dartford DA1 4AW,01322 220976,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Sea Lion,152 Brampton Road Bexleyheath DA7 4SU,020 8303 1155,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Papa John's Pizza,21 Picardy Street Belvedere DA17 5QQ,020 8310 0550,Pizza,no_pricerate,papajohns.co.uk,no_reviews,No Reviews
Silver City,91 Barnehurst Road Bexleyheath DA7 6HD,01322 333152,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Lam's Garden,132 Erith Road Bexleyheath DA7 6BU,01322 526787,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
China Garden Takeaway,36 Albert Road Belvedere DA17 5LJ,01322 441418,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Rasoi Siam,66 Avenue Road Bexleyheath DA7 4EG,020 8303 5565,Thai,no_pricerate,no_website,no_reviews,No Reviews
Peking Chef,106 Crayford Road Dartford DA1 4ER,01322 529838,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Bombay Balti House,153 Long Lane Bexleyheath DA7 5AE,020 8304 3713,Indian Pakistani,no_pricerate,no_website,no_reviews,No Reviews
Nando's,16-17 Market Place Bexleyheath DA6 7DZ,020 8304 3733,Takeaway & Fast Food Chicken Shop,no_pricerate,nandos.co.uk,no_reviews,No Reviews
Tasty Belvedere,20-22 Gilbert Road Belvedere Kent DA17 5DA,020 8320 6893,African,no_pricerate,tastyafricanfood.com,no_reviews,No Reviews
Rising Sun,23 Crayford High Street Dartford DA1 4HH,01322 528731,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Huong Quang,107A Lion Road Bexleyheath DA6 8PG,no_phone,Vietnamese,£,no_website,no_reviews,No Reviews
Poche Take Away Food Shops,177 Henderson Drive Dartford DA1 5LD,01322 223380,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Wing Wah,19 Woolwich Road Belvedere DA17 5EE,01322 433810,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
The Parade Fish Bar,The Parade Crayford Way Dartford DA1 4JA,01322 525510,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Kebabies Take Away Food Shops,19 Pickford Lane Bexleyheath DA7 4RD,020 8303 1139,Takeaway & Fast Food,£,no_website,no_reviews,No Reviews
Deniz Kebab,17 Nuxley Road Belvedere DA17 5JE,01322 433756,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Fish and shop,Broadway London DA6 8AA,020 8298 7722,Building Supplies Seafood Print Media & Publications Government & Public Services,no_pricerate,no_website,no_reviews,No Reviews
Belvedere Tandoori,6b Nuxley Road Belvedere DA17 5JF,01322 437712,Indian Pakistani,no_pricerate,no_website,no_reviews,No Reviews
Shahi Spice,12 The Pantiles London DA7 5HD,01322 445516,Takeaway & Fast Food Food Delivery,no_pricerate,shahispice.com,no_reviews,No Reviews
Tandoori King,13a Pickford Lane Bexleyheath DA7 4RD,020 8298 9464,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Jhonrna Tandoori Restaurant,26 Pickford Lane Bexleyheath DA7 4QW,020 8304 9936,Restaurants,no_pricerate,no_website,no_reviews,No Reviews
Victorian Restaurant,2 Broadway Bexleyheath London London DA6 7LE,020 8301 1341,French,no_pricerate,no_website,no_reviews,No Reviews
Royal China,279 Broadway Bexleyheath DA6 8DG,020 8301 3915,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Pizza hot express,32 Station Road Belvedere DA17 6JJ,no_phone,Pizza,no_pricerate,no_website,no_reviews,No Reviews
Aligor,270 Broadway London DA6 8BE,020 8304 2048,Bangladeshi,no_pricerate,hungryhouse.co.uk/aligor?aid=4…,no_reviews,No Reviews
Sam Woo,17 Princesses Parade Waterside Dartford DA1 4JD,01322 554774,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Memphis Inn,331 Broadway Bexleyheath DA6 8DT,020 8303 3526,Pubs Chinese,no_pricerate,no_website,no_reviews,No Reviews
Curry Express,34 Station Road Crayford Dartford DA1 3QA,01322 555535,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Truly Scrumptious,236 The Broadway Bexleyheath London DA6 8AS,020 8298 9757,Cafes,££,no_website,no_reviews,No Reviews
Yummy Chinese Takeaway,6 Parkside Parade Northend Road Dartford DA1 4RA,01322 525176,Chinese Food Delivery,no_pricerate,no_website,no_reviews,No Reviews
Puccino's,2 Station Approach Bexleyheath DA7 4QP,no_phone,Cafes Takeaway & Fast Food,no_pricerate,puccinosworldwide.com,no_reviews,No Reviews
The Lunch Co,87 Barnehurst Road Bexleyheath DA7 6HD,01322 347005,Sandwiches,no_pricerate,no_website,no_reviews,No Reviews
Cappuccinos Sandwhich Bar,18 Albert Road Belvedere DA17 5LJ,01322 433433,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Beijing Chinese Takeaway,15-17 Bridge Road Erith DA8 2BX,01322 359373,Takeaway & Fast Food Food Delivery,no_pricerate,beijingchinesetakeawayshop.co.…,no_reviews,No Reviews
Silver Spoon Cafe & Restaurant,275 Broadway Bexleyheath DA6 8DG,020 8304 1774,Cafes,no_pricerate,no_website,no_reviews,No Reviews
Snack Shack,238a Broadway Bexleyheath DA6 8AS,020 8298 9757,Takeaway & Fast Food Coffee & Tea Shops,no_pricerate,no_website,no_reviews,No Reviews
Raj Dani Indian Takeaway,19 Crayford High Street Dartford DA1 4HH,0800 389 0962,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Tandoori Night,32 Station Road Belvedere DA17 6JJ,020 8312 9172,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Mixteca,Unit 3 Royal Oak Road Bexley Heath DA6 7AD,020 8303 8022,Mexican Cocktail Bars,no_pricerate,mixteca.co.uk,no_reviews,No Reviews
Unique Spice,62 Crayford High Street Dartford DA1 4EF,01322 316100,Indian Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Bexleyheath Charcoal Grill,310a Broadway Bexleyheath DA6 8AA,020 8301 0088,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Fish & Chip Kebab Take Away,96 Barnehurst Road Bexleyheath DA7 6HG,01322 333176,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Pauls Restaurant,138 Crayford Road Dartford DA1 4ES,01322 524877,Restaurants Coffee & Tea Shops,no_pricerate,no_website,no_reviews,No Reviews
Great Wall,13 Pickford Lane Bexleyheath DA7 4RD,020 8303 4928,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Kebab Express,22 Crayford High Street Dartford DA1 4HG,01322 522255,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
128 Chinese,106 Crayford Road Crayford Dartford DA1 4ER,01322 557678,Chinese,no_pricerate,128chinese.co.uk,no_reviews,No Reviews
Cuore - Food from the Earth,278 Broadway Bexleyheath DA6 8BE,020 8303 5131,Italian Coffee & Tea Shops Delicatessen,no_pricerate,cuorefoods.co.uk,no_reviews,No Reviews
Pizza Hot 4 You,6 Crayford High Street Dartford DA1 4HG,01322 552220,Pizza,no_pricerate,pizzahot4you.com,no_reviews,No Reviews
