Name,Address,Phone,Speciality,Price_rate,Website,Total_Reviews,Reviews
Four Star Pizza,131 Doagh Road Newtownabbey BT36 6,028 9085 4949,Takeaway & Fast Food Pizza,no_pricerate,no_website,4 reviews,"Today is National Pizza day and I had the privilege of spending a couple of hours with Scott, who along with his wife Jamie, own 6 Four Star Pizza shops in North,South,East and West #Belfast as well as #Newtownabbey and #Carrick. ||| Scott told me that his love for Pizza grew from his various trips to the #USA where he learnt about pizza. He then came back to #NI and met Jamie and opened 1st store in East #Belfast in 1999 after working for another well known #Pizza chain. They've never looked back. They are both hands on and it's 7 days a week and long hours-they've about 150 staff!! ||| Four Star head office is in #Dublin and is owned by the #Fitzwilliam #hotel group. Running a pizza shop isn't cheap but I can say that each #oven is £25k and this shop has two. The pizzas and all other food takes 5 1/4 minutes to go through at 475oF.  ||| The big #USP is that Four Star have #doughologists. In Newtownabbey The doughologist is called Robyn and she is responsible for preparing fresh dough daily. They use strong wheat flour from Neill's, who are celebrating 150 years this year. Water and oil is mixed with salt, sugar and flour and then yeast and mixed for 15 minutes. The dough then proves for 48 hours before use. For #glutenfree there are rice flour bases. ||| All the other ingredients are freshly delivered by Musgrave so all ingredients are locally sourced and traceable. Scott was saying the menu changes four times a year and this year they are using a local relish Ballymaloe.  ||| I had the opportunity of making tonight's dinner!! I made a #pepperoni pizza (kids), a spicy #chicken on (for my wife) and a super hot #chorizo and #jalapeno pizza for me.....mmmmm ||| Finally Scott made me a ""#flip"" which is a thin base with sauce, #pulledpork, jalapeño and #sriracha and folded over and cooked-it is cheeseless. It tasted great!!!! ||| Big thanks to Scott and Jamie for arranging this. Also if you order online directly or call you will get better deals than if you use Just Eat. Scott and Jamie are also very good at helping local #charities. ||| Forget Dominos, it's all about Four Star Pizza! I ordered my first ever Four Star Pizza last night and I don't think I'll ever look back.  ||| There's loads of benefits to ordering Four Star - First up if you order online and spend over £30 your order is discounted by 20%. They also have far greater choice and a more creative menu than Dominos. We went for the 16 inch 'Feed the Meater' pizza which at £17 was a snip. Jam packed with chicken and pepperoni and easily foldable we definitely made the manly choice. You can order you pizzas as part of a meal deal and get even further discount on side orders. We went for wedges (a little soggy) and curly fries. The sides weren't great to be honest but sides rarely travel well so we'll let them off.  ||| Another bonus is the order arrived with us about 15 minutes after ordering - the shop is only about 5 minutes away but that service is still super speedy. ||| All in all a good takeaway - really greasy so if you're health conscious you may want to swerve it but if you're having a few beverages on a Saturday night it's spot on. Keep an eye on your post box too - they are constantly sending out good deals. ||| Placed an order last night, and the pizzas arrived on time and piping hot. We ordered the Empire and Rodeo pizzas which came as a part of a meal deal for 16"" pizza with 2 sides for £17.99, the fajta wedges were lovely and spicey and the garlic bread was delicious. We did order extra garlic and herb dip as well as BBQ dip which unfortunately we only got the garlic and herb dip not the BBQ but that didn't spoil the dining experience and I would definitely use them again. ||| Much better value for money than Dominoes. Don't get me wrong, I love Dominoes, but it can cost a bloody fortune, and this pizza delivery company does pretty much the same job for a much more reasonable price. Thier pizza is made fresh on the premises with good quality ingredients and the delivery is always prompt - the pizza is never cold. The BBQ Supreme is my favourite, I always say I will try other ones but I never do because the BBQ sauce is so lovely. You can also adapt and change your toppings and side orders etc to match what you really want. And its only a tenner for a 12 inch pizza, that's around a pound a slice - not complaining!"
Burger King Glengormley,Northcott Shopping Centre Ballyclare Road Newtownabbey BT36 5EA,no_phone,Burgers,no_pricerate,burgerking.co.uk,2 reviews,Disappointing as I ordered a chicken BLT for £1.29 and it looked nothing like the picture. Tasted bit funny-metallic aftertaste with bacon!!!! ||| Gives burger king a bad name it's in northcott tesco were I do my shopping so I'd grab a meal from it now and again on my way past but anytime I have there's only been 1 or 2 staff on and they are slow as hell it's ment to be fast food not wait 20mins on a meal
McDonald's,Longwood Rd Whiteabbey BT37 9UH,no_phone,Burgers,no_pricerate,mcdonalds.co.uk,1 review,"Great for a quick fix meal, Usually a busy mc donalds and if you can your better going through the drive through as its a bit quicker. Clean instore, lots of seating."
Ahmed Foods Takeaway,14 Glencoole Park Newtownabbey BT36 6HY,028 9083 0703,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Emmas,2a Longlands Road Newtownabbey BT36 7LZ,028 9036 9444,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Saleem's Moghul,16b Carnmoney Road Glengormley Newtownabbey BT36 6,028 9084 7171,Turkish Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Spring Chinese Takeaway,197 Jordanstown Road Monkstown Newtownabbey BT37,028 9086 5688,Chinese,no_pricerate,no_website,3 reviews,"We use Spring regularly. If I had to criticise, it would be the length of time delivery takes sometimes.  ||| But the food is always hot when it arrives, the order is always correct and we've never had anything we didn't enjoy. The portions are definitely on the big side! Staff seem friendly, even when busy they try their best. It is, to us, worth that extra wait time.  ||| I would recommend them but go for collection if you can as it'll save a lot of time. ||| Terrible... used to like it when I ordered chicken then ordered crispy beef and what came out could only be described as battered string. Phoned back and tried to explain that there was no meat and it was just batter to which I got the reply ""well everybody else likes it"" I don't understand how anyone can like burnt battered air?... I'm not exaggerating I could have made better by ripping my pubes out and deep frying them.. Won't be back, up the ToTo... At least they use meat. ||| I was very disappointed at the poor level of service which I received when placing my first telephone order at Spring. The person who answered the phone refused to take my order, and rudely ordered me to call them back in 30 minutes as they were too busy. They could have at least shown me some courtesy and manners and taken my order and advise me that delivery time would be excessive. I have never experienced a fast good delivery company refuse business. Oh well ...... I'll just keep going to ToTo :o)"
Fish & Chip Shop,Monkstown Village Centre Monkstown Road Newtownabbey BT37 0HS,028 9086 8230,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Café Nero,5C Abbey Centre Newtownabbey BT37 9UH,028 9086 0004,Cafes Coffee & Tea Shops,no_pricerate,caffenero.co.uk,no_reviews,No Reviews
Yangtze Noodle Bar,Unit 3 Abbeycentre Longwood Road Newtownabbey BT37 9UH,028 9086 5959,Takeaway & Fast Food,no_pricerate,no_website,4 reviews,"Great options, they do snack boxes in small, medium and large, where you can have a selection of what's on offer, such as ribs, chicken balls, rice, noodles, curry, chips, sausages etc. ||| I love getting their honey chilli chicken with noodles. Be warned, the portions are HUGE, I've never managed to finish one and quite frankly the portion could easily do two people! ||| Reasonable pricing. Drinks available are fizzy drinks in tins and bottles, plus bottled water. ||| The food is okay in a pinch but two things bother me. 1) Dishes that aren't meant to be spicy, are, and 2) some of the staff can be quite rude, or act like you are inconveniencing them by wanting to order their food - God forbid! ||| I could probably go on about the greatness of this Chinese for about an hour or so. It's that good! Yum yum says my tum! I love it! I used to work in the Abbey Centre and on my lunch break I'd more often than not head here and get their snack box, which is, in my opinion, the best buy. You can try a little of everything from what's on offer, though I find I can never finish it in one go, I always keep half of it for my tea, now that's good value for £5! (I don't know if they do it anymore, but they used to offer 10% off for staff who worked in the centre - try it, it might well work!) I have tried a number of their other dishes which have all been deliciously tasty. If you're around the Abbey centre at lunch time and fancy some top notch Chinese cuisine then head to Yangtze and try it out, trust me, your taste buds will be well and truly tickled! ||| Great food, you'll find it gives your local chinese a run for its money. Service is super-quick too, being a noodle bar in a shopping center that's hardly surprising though. Of particular note is the 'Weekend Specials' they do. You basically get a 'bit of everything' which amounts to a mountain of food, all of which is pretty delicious. Price for such a meal is £4.80 which represents excellent value for money. These are available normally from Thursday-Sunday, but in the run up to Christmas are available everyday. |||  I would equally recommend the rest of the menu. These are people who know chinese food! Small criticisms are, few of them speak English very well, or at all, so if you have a problem or a complaint it can get a little frustrating trying to communicate that to them. Secondly, you will get a plastic knife and fork during busy hours, these are terribly inadequate and break quickly. |||  All-in-all, a worthy 3-stars from me :D"
Golden Wok,16b Carnmoney Road Newtownabbey BT36 6HN,028 9034 2604,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Burnfield House Golf Club & Restaurant,10 Cullyburn Road Newtownabbey BT36 5BN,028 9083 8737,Golf British,no_pricerate,no_website,no_reviews,No Reviews
Food Court,Abbey Centre Longwood Road Whiteabbey BT37 9UH,no_phone,Food Courts,no_pricerate,no_website,2 reviews,"Just a load of tables piled in together with chairs, which serves the restaurants in the food area (O'Brien's, KFC, Burger King, Yangtze, and the ice cream/milkshake stand, whatever it may be called!) ||| There are a number of waste disposal stations throughout which are largely ignored by the patrons, however there is a constant presence of cleaning staff, so tables are never messy for long. Most of one wall of the food court is ceiling to floor windows which can make sitting right by them a bit uncomfortable on sunny days. ||| If you go down the side of the food court (past KFC) you can find some quieter tables to sit at. ||| No loos available here, the closest ones can be found by exiting the food court and going up the stairs or lift to your left. ||| The food court in the Abbey Centre is a great place to refuel after a long hard days shopping. Either that or you're one of the poor sods who works in the Abbey and you're dashing around like a headless chicken trying to get yourself some lunch. Happily, there's lots on offer to choose from so you shouldn't be stuck for choice. You can choose from the likes of O'Briens, KFC, McDonalds, Yangtze Noodle Bar or Cafe Alfresco. Or if its something sweet you're after then there's Barnams Ice Cream, Zumo Juice Bar, Gelati etc. A helpful and tasty spot for refuelling. A great addition to the Abbey Centre."
The Welcome,3 Crazy Prices 42-70 Carnmoney Road Newtownabbey BT36 6HD,028 9083 8882,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
KFC,373-375 Antrim Rd Newtownabbey BT36 5EB,no_phone,Takeaway & Fast Food Chicken Shop Chicken Wings,no_pricerate,no_website,1 review,"Hot Zinger was fantastic.... I tried the medium strength one and it was very easily Downes, Defoe will have to go for the hottest. Staff friendly, service very good and restaurant was clean and tidy."
Ballyearl Diner,Doagh Road Newtownabbey BT36 5RZ,028 9084 0429,American (Traditional),no_pricerate,no_website,no_reviews,No Reviews
Good Fortune,75c Doagh Rd Newtownabbey BT37 9QJ,028 9086 6928,Takeaway & Fast Food Chinese Modern European,£,no_website,1 review,"I used to love getting a Chinese from here but due to other new take aways opening up around the area I must admit I've stopped ordering from here as often. (See my review of Sahara)  ||| Saying that though, the Honey Chili Chicken is mouth wateringly good! If I'm in the mood for one, then no other will do, it's got to be from the Good Fortune! One other thing that did put me off the restaurant was ordering noodles instead of rice/chips with my meal costing me £2.50 extra ... I like it, but not that much! ||| Most of the dishes I've tried on their menu are top quality, try the chicken with cashew nuts, boneless chicken meal, or the chicken curry which is yum yum and kicks a mean punch! ||| I'm sure they've lost some business to Sahara but I hope people continue to order from here as I'd hate to see the business go down the drain. They make a lovely meal, their delivery usually takes around 45 minutes and the delivery men are usually great banter!"
thunderdome,Antrim Road Belfast BT36 7QZ,no_phone,Restaurants,££,no_website,2 reviews,"Still a solid choice for an evening meal or just some midday lunch. I've been many times and I can't fault the service or the food they serve up. It's not that busy during the day, which means there is no waiting around for a seat. The actual look of the place is great, with plenty of sports, film and music memrobilia on the walls to have a nosey at while you wait. I'd still recommend the Thunderdome to anyone. ||| When this restaurant first opened it was fantastic. It was always packed on a Friday and Sat night with a great atmosphere and great food. However, talk about going to the dogs. The food is now microwave ready meal standard at best and i believe some probably is exactly this. Also, the place is empty with no atmosphere probably due to the decline in the food standards and the fact that half the menu isn;t available which they don't make clear till you order. Poor poor poor will never eat here again, which is a shame because its a great location and the restaurant is amazing with cars and bike and american themed sports items all around."
Jumbo Restaurants,173 Doagh Road Newtownabbey BT36 6AB,028 9085 4619,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Abbey Tandoori,6 Longlands Road Newtownabbey BT36 7LZ,028 9085 2030,Takeaway & Fast Food,no_pricerate,no_website,1 review,"Pretty good takeaway my in laws live in Newton Abbey(keep it quiet though there catholics).I was told the people who own this are from Birmingham(THE HOME OF U,K CURRY).We had a banquet for 4 shared between 5,more than enough food,cheap and very tasty!"
Capone Pizza,75a Doagh Rd Newtownabbey BT37 9QJ,028 9085 4040,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Mcgoo's Traditional Fish & Chips,70 Fairview Road Newtownabbey BT36 6QN,028 9084 0906,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
China City,16A Carnmoney Rd Glengormley Newtownabbey BT36 6HN,028 9083 6949,Takeaway & Fast Food Chinese,no_pricerate,no_website,no_reviews,No Reviews
Paninaro Take Away Food Shops,Mallusk Park Mallusk Road Newtownabbey BT36 4FS,028 9083 0003,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Fluid Bar & Grill,Glengormley BT36 5EQ 10% off lunch time menu,028 9083 6077,Lounges Gastro Pubs,no_pricerate,no_website,no_reviews,No Reviews
O'Briens,Longwood Rd Whiteabbey BT37 9UH,no_phone,Sandwiches,no_pricerate,no_website,2 reviews,"This is probably one of the nicest eateries available in the Abbeycentre Food Court - not that there is much competition ||| Their food is fresh however and there are healthy options available, they usually have a toasted Mexican wrap as their special, which is great, and comes served with a side salad and some crisps. ||| You can have sandwiches made to order as well, and there are loads of fresh fillings available! ||| Avoid this place, £6.95 for a baked potato. I ordered with the women behind the counter, she said ""go tell him what you ordered""  him was was on the till. I told him what I ordered a baked potato with ham and cheese. I gave him £20 he gave charge I checked the receipt £6.95. I said are you serious £6.95 for a spud 1 spud(potato) he turned his back to me and walked away AVOID THIS PLACE. Who do they think they are charging these extortionate prices, Save your money and buy a 10kg bag of spuds for £5 you will have money left in your pocket. Day light robbery."
Barista Coffee House,Loughshore Park Shore Road Jordanstown BT37 0PL,028 9065 5332,Coffee & Tea Shops Breakfast & Brunch,no_pricerate,no_website,2 reviews,"This place is a bit of a goldmine. Loughshore is a very popular spot for the public due to the caravan park, children's play park, beach etc, so Barista are in the perfect position to cater to the crowds. ||| They do the usual teas, coffee, hot chocolate and soft drinks, plus traybakes, sandwiches, some hot food options and ice cream. ||| We only stopped in for a cold drink after our visit to the park, but I liked the look of the cafe and as stated before, it's a great addition to the area due to the amount of people it draws! ||| Good strong coffee, didn't know weather to drink it or smoke it. Not watery or over milked. Perfect place for cafe barista, I still miss the chippy van that used to be in the car park years ago but it is better having somewhere you can sit in and shelter if its a rough day."
Pizza Paradiso,11 Monks Tyne Valley Road Newtownabbey BT37 0HS,028 9086 1532,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Hungry Hound,28 The Diamond Newtownabbey BT37 9BJ,028 9036 5685,Fish & Chips Takeaway & Fast Food,£,no_website,1 review,"Sometimes you just need comfort food, if that's what you're in the mood for then head to the Hungry Hound. Situated in The Diamond area of Rathcoole, it's local to the Abbeycentre shopping area, convenient for a post shopping tea time treat!  ||| Locals swear by this place, I have a friend that can't go a week without buying a burger & chip from here. The food is just brilliant. They offer a wide range of choices - chips, burgers, fish, chicken, sausages, also a range of meal deals and drinks. All for quite competitive prices and the portions are HUGE! (A tip, given their portions,  I've found your eyes can often be a lot bigger than your belly!)"
The Crescent,1 Kings Cresent Shopping Centre Doagh Rd Newtownabbey BT37 0DH,028 9036 5560,Fish & Chips Takeaway & Fast Food,£,no_website,2 reviews,"There a 3 things that make The Crescent the best chip shop I know. ||| (1) Chicken fillet burgers ||| (2) Curry cheesy chips ||| (3)  Battered Mars Bars ||| To explain in more detail, for say roughly the past 5 years I've often visited both this branch (Kings Crescent) and their other in Monkstown. Used to be on a Friday night my friends and I would get the vodka in, go to the video store and rent a movie, then head to The Cresent for a good old dirty chippy. Ah those were the days! ||| Their chicken burgers are nearly the size of my head, no joke! They're scrummy! You really can't get a better burger anywhere else. The chicken is unbelievable juicy, completely tender and battered to perfection. They also make the nicest curry cheesy chips (I'm sure some of you reading this will be thinking, curry? and cheese? What? But really, don't knock it until you've tried it. Then you can thank me, you're welcome in advance by the way!)  ||| And so we move on to the battered Mars Bars. Now, I know this is a controversial subject, a bit like Marmite, you either love it or hate it, but personally, I'm a lover (of Mars Bars, definitely not Marmite) and I dread to think that some of you poor souls won't even have heard of the greatness that is the battered Mars Bar. If this is the case, go to the Crescent right now and get one. It's one of those, you must try these before you die. You will not regret it! ||| Grim witha capital G....Overcooked, nasty and overpriced.....If you want quantity forget it.....another reason not to eat out of a chippy. Processed, lazy, dipped in hot fat and finished in salt and vinegar....low buy in cost, low prep cost, no work to cook and charged at 3/4 the price of sitting in a restaurant and eating better......"
Burger King,Longwood Road Whiteabbey BT37 9UH,no_phone,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
KFC,Longwood Rd Whiteabbey BT37 9UH,no_phone,Takeaway & Fast Food Chicken Shop Chicken Wings,no_pricerate,kfc.com,1 review,"Got a burrito meal in here , opted for the original recipe, still had a bit of spice to it. The burrito was well wrapped and warm. The meal came to under £7 for a burrito, fries and a coffee. I thought the burrito might not have been that nice but I decided to try it and it was actually tasty there was chicken, cheese, lettuce, beans and flavoured and spiced rice. Was really filling and I would buy again only thing for me was that the chicken didnt have the usual kfc flavour tasted slightly different but it was still nice. The coffee was really hot was nice flavour . Lots of seating to sit at, staff were friendly and I was served in reasonable time."
Sahara,75 Doagh Rd Whiteabbey BT37 9QJ,028 9085 4040,Takeaway & Fast Food Modern European,£,no_website,1 review,"I can't begin to explain how great this take away is!  ||| The prices are INCREDIBLE! ||| The food is TOP QUALITY! ||| Delivery is quick. ||| The staff are good craic. ||| Their offers are nearly too good to be true. ||| I have NEVER found fault with anything I've ordered. ||| I've tried a number of different choices from their menu (...and they offer a very wide range) and I just don't know how they do it, in my opinion they'd need to have a dedicated, speciality chef to cook all the variations they make, but I've been there, talked to a few of the chefs (who are lovely) and they're simply great chefs with such a varied interest in the food they cook.  ||| I'll leave this review short and sweet (my delivery is nearly here :D ) but just take my advice, try it! You'll be really pleased ... and take a look at the price tag, top quality food for incredible prices, you just can't beat it!"
Mcdonald's,290 Antrim Road Newtownabbey BT36 7QT,028 9083 8900,American (Traditional),no_pricerate,mcdonalds.co.uk,3 reviews,"Standard McDonald's really they are all pretty much the same but we were served quickly and without fuss.. ||| The seating area was clean and tidy and there was a member of staff continually cleaning tables etc and mopping the floor. ||| Today I decided I would like a nice McDonald but the services was appalling as they could not keep up with their orders and it is supposed to be a ""FAST FOOD"" restaurant I am disgraced and this my usual spot for lunch when in uni I'll not be back ||| Popped in for a quick brekky treat as didn't want to cook and was in a hurry. Ordered my double sausage mcmuffin and literally it was thrown onto my tray!!!! Not impressed!!!! Tasted ok, was only like warm, but what to do!?!?"
Greedy Pigs Traditional Fish & Chips,Longlands Road Newtownabbey BT36 7LZ,028 9058 8779,Fish & Chips,no_pricerate,no_website,no_reviews,No Reviews
Moghul Tandoori Carryout,285 Antrim Road Newtownabbey BT36 7QN,028 9084 8300,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Cafe Nero,31A Longwood Road Newtownabbey BT37 9UH,028 9086 0004,Cafes Coffee & Tea Shops,no_pricerate,caffenero.co.uk,no_reviews,No Reviews
KFC,51 Church Road Newtownabbey BT36 7LG,028 9086 9237,Chicken Shop Takeaway & Fast Food Chicken Wings,no_pricerate,kfc.co.uk,no_reviews,No Reviews
Pizza Paradise,Monkstown Village Centre Monkstown BT37 0HB,028 9086 1532,Pizza Food Delivery,no_pricerate,no_website,no_reviews,No Reviews
Tandoori House,5 170 Church Road Newtownabbey BT36 6HJ,028 9083 9119,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
The Chip Yard,556 Shore Road Newtownabbey BT37 0SJ,028 9086 7687,Takeaway & Fast Food,no_pricerate,no_website,no_reviews,No Reviews
Sue & Jen's Kitchen,197 Jordanstown Rd Monkstown BT37 0LU,028 9086 5688,Chinese,no_pricerate,no_website,no_reviews,No Reviews
Fluid Bar & Grill,350 Antrim Road Newtownabbey Belfast BT15 5AE,028 9083 6077,Pubs British,no_pricerate,no_website,no_reviews,No Reviews
The Emperor,254 Whitewell Road Newtownabbey BT36 7NH,028 9037 1994,Chinese,no_pricerate,no_website,no_reviews,No Reviews
Domino's Pizza,162 Antrim Road Newtownabbey BT36 7QZ,028 9077 8000,Pizza Chicken Wings Sandwiches,no_pricerate,dominos.co.uk,no_reviews,No Reviews
KFC,Longlands Road Newtownabbey BT37 9UP,028 9086 9434,Chicken Shop Takeaway & Fast Food Chicken Wings,no_pricerate,kfc.co.uk,no_reviews,No Reviews
